age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
49,Employed,15.9,26848,755,1.8,335,10067,0,0,0,Personal Loan,Education,28900,8.85,0.375,1.076,0.359,1
37,Employed,13.4,47114,639,3.0,635,12636,0,0,0,Personal Loan,Business,33100,13.77,0.268,0.703,0.234,1
40,Employed,10.5,27569,729,20.9,2244,4554,0,0,0,Personal Loan,Personal,36200,11.21,0.165,1.313,0.438,1
42,Employed,22.9,90972,597,21.4,3101,12256,1,1,1,Personal Loan,Business,60600,15.13,0.135,0.666,0.222,0
35,Employed,1.4,54192,663,6.1,593,17550,0,0,0,Personal Loan,Business,37100,12.55,0.324,0.685,0.228,1
41,Self-Employed,17.6,106095,650,15.5,2869,5945,0,0,0,Personal Loan,Education,58100,11.85,0.056,0.548,0.183,1
33,Employed,2.9,69755,688,8.1,1502,13417,0,0,0,Personal Loan,Home Improvement,100000,12.3,0.192,1.434,0.478,1
43,Employed,3.7,24104,649,18.6,13350,8554,0,1,0,Personal Loan,Education,13800,13.34,0.355,0.573,0.191,1
25,Employed,2.9,15000,575,6.7,40,8687,0,0,0,Personal Loan,Personal,2500,15.49,0.579,0.167,0.056,0
31,Self-Employed,6.3,25649,597,12.3,174,10472,0,0,0,Personal Loan,Business,30600,16.2,0.408,1.193,0.398,0
33,Employed,9.4,64465,652,4.6,1232,39493,0,1,0,Personal Loan,Business,92600,12.77,0.613,1.436,0.479,0
34,Employed,0.2,42160,605,1.5,190,14072,0,0,0,Personal Loan,Medical,15100,14.85,0.334,0.358,0.119,1
43,Employed,17.8,58365,629,9.1,665,9592,0,0,0,Personal Loan,Personal,64300,14.25,0.164,1.102,0.367,1
20,Employed,0.3,21812,536,0.8,122,8094,0,1,0,Personal Loan,Personal,41900,15.81,0.371,1.921,0.64,0
30,Self-Employed,3.5,43191,554,8.5,1049,13857,1,0,1,Personal Loan,Home Improvement,18100,16.44,0.321,0.419,0.14,0
52,Self-Employed,27.4,27717,680,17.4,102,1206,0,1,0,Personal Loan,Medical,35800,11.13,0.044,1.292,0.431,1
18,Employed,0.0,15811,563,1.9,5,7279,1,2,0,Personal Loan,Home Improvement,19500,16.2,0.46,1.233,0.411,0
44,Self-Employed,14.5,105005,805,2.6,4611,3050,0,0,0,Personal Loan,Education,100000,9.51,0.029,0.952,0.317,1
19,Employed,0.3,90111,601,0.1,146,18278,0,1,0,Personal Loan,Home Improvement,100000,13.31,0.203,1.11,0.37,0
34,Employed,14.3,59514,606,10.2,2692,14945,0,0,0,Personal Loan,Personal,38800,13.38,0.251,0.652,0.217,1
38,Employed,5.3,55855,657,16.8,4362,14542,0,0,1,Personal Loan,Business,31600,11.75,0.26,0.566,0.189,1
41,Employed,14.9,74379,662,21.2,6736,20621,0,0,0,Personal Loan,Education,100000,11.22,0.277,1.344,0.448,1
40,Employed,21.1,77292,727,9.6,3800,19359,0,1,0,Personal Loan,Business,87400,11.38,0.25,1.131,0.377,1
42,Student,1.2,31449,714,3.9,967,1756,0,0,0,Personal Loan,Education,23500,9.83,0.056,0.747,0.249,1
18,Self-Employed,1.0,60081,659,0.6,139,8522,0,0,0,Personal Loan,Business,100000,11.39,0.142,1.664,0.555,0
33,Employed,1.3,66898,653,4.7,1245,16074,0,0,0,Personal Loan,Personal,10400,12.23,0.24,0.155,0.052,1
25,Student,0.3,15000,638,2.4,216,3806,0,0,0,Personal Loan,Education,25000,14.56,0.254,1.667,0.556,0
20,Self-Employed,1.0,15000,570,2.0,40,10105,0,0,0,Personal Loan,Education,20000,16.43,0.674,1.333,0.444,0
37,Employed,4.9,33334,675,12.1,13320,7339,0,0,0,Personal Loan,Business,31700,11.12,0.22,0.951,0.317,1
25,Employed,5.9,30348,633,1.0,214,2502,0,3,0,Personal Loan,Personal,56000,14.29,0.082,1.845,0.615,0
18,Student,0.1,15000,706,0.4,475,5414,0,0,0,Personal Loan,Home Improvement,16700,9.56,0.361,1.113,0.371,0
33,Employed,10.4,18454,561,5.6,1344,5726,0,0,0,Personal Loan,Debt Consolidation,35000,16.99,0.31,1.897,0.632,0
43,Employed,6.0,36656,626,22.1,4934,6662,0,0,0,Personal Loan,Debt Consolidation,22800,14.21,0.182,0.622,0.207,1
45,Student,1.2,15000,704,16.1,1573,4260,0,0,0,Personal Loan,Business,17200,9.58,0.284,1.147,0.382,1
54,Employed,18.9,55575,670,5.3,76,24078,0,0,0,Personal Loan,Medical,12400,12.95,0.433,0.223,0.074,1
18,Employed,0.0,17742,551,0.8,130,6412,0,1,0,Personal Loan,Home Improvement,4500,15.87,0.361,0.254,0.085,0
25,Self-Employed,2.7,138170,599,2.5,4403,40873,0,0,1,Personal Loan,Medical,100000,15.27,0.296,0.724,0.241,0
28,Employed,4.7,60517,641,5.7,494,7293,0,0,0,Personal Loan,Medical,100000,13.07,0.121,1.652,0.551,0
27,Employed,4.1,22454,592,5.7,851,2955,0,3,0,Personal Loan,Personal,38700,15.09,0.132,1.724,0.575,0
32,Self-Employed,5.0,32641,762,13.3,231,14215,0,0,0,Personal Loan,Personal,53700,9.52,0.435,1.645,0.548,1
48,Employed,8.2,49609,661,11.3,131,9277,0,1,0,Personal Loan,Education,37500,12.57,0.187,0.756,0.252,1
35,Employed,3.0,22425,698,10.8,3112,2054,0,1,0,Personal Loan,Personal,17000,12.15,0.092,0.758,0.253,1
18,Self-Employed,1.0,36874,589,0.3,491,4361,0,1,1,Personal Loan,Debt Consolidation,69600,16.17,0.118,1.888,0.629,0
30,Employed,11.4,43727,631,2.8,12024,2009,0,0,0,Personal Loan,Education,26700,13.68,0.046,0.611,0.204,1
40,Employed,5.4,38897,588,7.9,551,395,0,0,1,Personal Loan,Debt Consolidation,52500,15.28,0.01,1.35,0.45,0
29,Employed,5.1,37608,580,4.2,14,10519,0,1,1,Personal Loan,Business,36300,16.11,0.28,0.965,0.322,0
49,Self-Employed,17.7,21710,634,2.9,18,3032,0,0,0,Personal Loan,Home Improvement,22900,13.75,0.14,1.055,0.352,1
42,Employed,3.4,54512,605,5.3,3972,21894,0,0,0,Personal Loan,Education,79200,14.1,0.402,1.453,0.484,0
45,Employed,11.6,82826,679,3.4,390,25562,0,0,0,Personal Loan,Personal,100000,11.34,0.309,1.207,0.402,1
40,Student,1.0,15000,649,3.7,82,3031,0,0,0,Personal Loan,Home Improvement,24800,13.9,0.202,1.653,0.551,0
30,Employed,8.2,29049,644,11.5,1337,16946,0,0,0,Personal Loan,Business,44600,13.57,0.583,1.535,0.512,0
50,Employed,21.4,32073,635,10.0,115,23445,0,2,0,Personal Loan,Education,61100,13.36,0.731,1.905,0.635,0
18,Employed,0.0,23392,661,1.8,55,8027,0,0,0,Personal Loan,Debt Consolidation,30600,12.31,0.343,1.308,0.436,0
27,Employed,4.7,25902,759,4.2,157,4692,0,1,0,Personal Loan,Debt Consolidation,48400,9.0,0.181,1.869,0.623,1
43,Employed,16.9,36835,618,5.1,1715,21751,0,0,0,Personal Loan,Education,41700,14.0,0.59,1.132,0.377,0
33,Employed,0.5,49888,662,7.4,3315,4664,0,0,0,Personal Loan,Business,35100,11.86,0.093,0.704,0.235,0
32,Self-Employed,7.0,107401,537,1.6,151,29552,0,0,0,Personal Loan,Debt Consolidation,100000,16.26,0.275,0.931,0.31,0
23,Student,0.1,24184,637,4.0,1340,3826,0,2,0,Personal Loan,Home Improvement,1800,13.59,0.158,0.074,0.025,1
47,Employed,19.9,43274,667,17.0,4644,20609,0,0,0,Personal Loan,Medical,39600,11.45,0.476,0.915,0.305,1
33,Student,0.2,55393,666,0.9,662,19919,0,0,0,Personal Loan,Education,18100,11.58,0.36,0.327,0.109,1
32,Employed,0.4,41974,644,7.6,197,7785,0,1,0,Personal Loan,Medical,42000,13.32,0.185,1.001,0.334,0
40,Employed,8.0,31301,475,21.8,2470,3734,0,1,1,Personal Loan,Personal,57600,16.23,0.119,1.84,0.613,0
27,Employed,7.6,49344,493,4.8,1238,6866,0,0,1,Personal Loan,Personal,95500,16.45,0.139,1.935,0.645,0
23,Employed,2.1,19827,628,2.1,1,15861,0,2,0,Personal Loan,Education,2400,13.69,0.8,0.121,0.04,0
30,Employed,4.9,15000,546,7.8,453,4765,0,1,0,Personal Loan,Business,6400,16.61,0.318,0.427,0.142,0
46,Employed,13.3,127810,716,16.9,11798,4352,0,0,0,Personal Loan,Education,47400,10.52,0.034,0.371,0.124,1
36,Employed,2.7,47460,630,8.8,185,23560,0,0,0,Personal Loan,Education,72500,14.29,0.496,1.528,0.509,0
46,Student,1.4,15000,594,9.8,208,7107,0,0,0,Personal Loan,Medical,22300,16.79,0.474,1.487,0.496,0
48,Employed,17.9,62851,680,7.5,841,22557,0,0,0,Personal Loan,Personal,78500,11.73,0.359,1.249,0.416,1
22,Self-Employed,1.0,237889,593,0.1,114,22673,0,1,1,Personal Loan,Home Improvement,36900,15.53,0.095,0.155,0.052,0
24,Employed,2.3,15000,687,4.8,504,682,0,0,0,Personal Loan,Debt Consolidation,11600,11.66,0.045,0.773,0.258,0
35,Employed,16.4,61884,649,10.1,10892,33657,0,0,0,Personal Loan,Business,100000,13.15,0.544,1.616,0.539,0
49,Employed,22.3,38279,642,3.5,484,16067,0,1,0,Personal Loan,Home Improvement,36600,14.64,0.42,0.956,0.319,0
35,Employed,1.3,15165,589,12.1,890,3340,0,1,1,Personal Loan,Personal,12100,16.82,0.22,0.798,0.266,0
40,Employed,19.6,48047,707,5.8,5762,7307,0,1,0,Personal Loan,Home Improvement,8100,10.47,0.152,0.169,0.056,1
37,Student,0.1,24253,705,4.7,2070,6764,0,0,0,Personal Loan,Education,35700,9.81,0.279,1.472,0.491,1
34,Student,0.4,60289,692,8.3,393,12156,0,1,0,Personal Loan,Education,48400,11.14,0.202,0.803,0.268,1
46,Employed,9.4,54251,643,8.3,658,13972,0,0,1,Personal Loan,Business,58800,13.75,0.258,1.084,0.361,0
42,Employed,9.1,57104,646,7.1,12378,15875,0,0,0,Personal Loan,Home Improvement,91600,14.79,0.278,1.604,0.535,1
24,Self-Employed,1.9,27826,684,3.3,22,7504,0,0,0,Personal Loan,Home Improvement,3400,11.7,0.27,0.122,0.041,1
33,Employed,6.5,22380,758,13.9,1164,2788,0,2,0,Personal Loan,Debt Consolidation,2500,9.42,0.125,0.112,0.037,1
34,Employed,1.4,52078,599,15.7,4747,18082,1,2,0,Personal Loan,Debt Consolidation,20600,16.56,0.347,0.396,0.132,0
34,Employed,10.7,71748,652,2.1,553,36612,0,0,0,Personal Loan,Debt Consolidation,18800,12.48,0.51,0.262,0.087,0
29,Employed,0.8,81937,697,10.9,594,39940,0,0,0,Personal Loan,Education,52700,11.1,0.487,0.643,0.214,1
18,Student,1.8,28654,519,1.5,106,4940,0,0,0,Personal Loan,Personal,7600,16.36,0.172,0.265,0.088,1
50,Employed,26.2,55848,684,2.2,176,17052,0,0,0,Personal Loan,Education,23500,11.83,0.305,0.421,0.14,1
47,Student,0.9,15000,698,16.2,171,365,0,0,0,Personal Loan,Personal,26400,11.57,0.024,1.76,0.587,1
18,Employed,0.0,30021,563,1.3,724,11470,1,3,1,Personal Loan,Medical,56400,16.27,0.382,1.879,0.626,0
46,Employed,15.5,40328,728,1.8,219,23906,0,0,1,Personal Loan,Medical,41900,10.93,0.593,1.039,0.346,0
18,Employed,0.0,39421,585,0.7,117,4890,0,1,0,Personal Loan,Home Improvement,53200,15.32,0.124,1.35,0.45,0
22,Employed,3.3,52462,720,3.1,51,10094,0,0,0,Personal Loan,Home Improvement,60900,10.5,0.192,1.161,0.387,1
46,Employed,23.0,42865,685,0.6,17,12684,0,0,0,Personal Loan,Personal,76900,12.93,0.296,1.794,0.598,1
49,Self-Employed,4.0,36598,721,13.2,949,19056,0,0,0,Personal Loan,Personal,43100,10.69,0.521,1.178,0.393,0
31,Employed,12.6,71434,674,9.1,100,35266,0,0,0,Personal Loan,Personal,42000,12.71,0.494,0.588,0.196,1
33,Employed,10.6,47476,626,5.2,56,10985,0,0,0,Personal Loan,Medical,45100,13.35,0.231,0.95,0.317,1
24,Employed,4.8,41463,631,4.3,2434,17097,0,1,0,Personal Loan,Personal,30200,13.78,0.412,0.728,0.243,0
48,Student,1.0,16445,641,6.1,522,4418,0,0,0,Personal Loan,Business,5500,14.11,0.269,0.334,0.111,1
42,Employed,17.8,43557,679,15.4,3078,5410,0,0,0,Personal Loan,Debt Consolidation,62800,12.24,0.124,1.442,0.481,1
36,Employed,7.1,57856,677,5.0,162,11010,0,0,0,Personal Loan,Personal,68800,12.11,0.19,1.189,0.396,1
32,Employed,8.1,15064,619,12.4,2975,2965,0,1,0,Personal Loan,Personal,4400,14.37,0.197,0.292,0.097,1
46,Self-Employed,8.3,35715,639,2.8,754,1873,0,0,0,Personal Loan,Business,49100,14.35,0.052,1.375,0.458,0
41,Student,1.0,15000,643,17.1,103,3666,0,1,0,Personal Loan,Medical,11100,14.51,0.244,0.74,0.247,0
36,Employed,15.4,48409,626,11.2,11977,20147,0,1,0,Personal Loan,Personal,58300,14.55,0.416,1.204,0.401,1
46,Employed,5.4,62808,622,20.3,827,16662,0,1,0,Personal Loan,Education,60000,14.57,0.265,0.955,0.318,1
22,Self-Employed,1.0,68109,648,0.4,112,27953,0,1,1,Personal Loan,Home Improvement,13600,13.42,0.41,0.2,0.067,0
36,Employed,17.5,45967,582,10.3,30667,23771,0,3,1,Personal Loan,Home Improvement,1700,16.63,0.517,0.037,0.012,0
19,Student,1.5,15000,589,0.1,1,452,0,0,1,Personal Loan,Education,9600,15.13,0.03,0.64,0.213,0
20,Employed,1.7,28515,659,0.6,17,1755,0,0,0,Personal Loan,Medical,42700,12.79,0.062,1.497,0.499,0
34,Self-Employed,8.0,64951,669,10.9,33853,11654,0,0,0,Personal Loan,Debt Consolidation,16600,11.64,0.179,0.256,0.085,1
18,Employed,0.0,20982,592,1.3,3,7511,0,0,1,Personal Loan,Business,30700,15.95,0.358,1.463,0.488,0
29,Student,0.9,27692,607,4.1,388,9364,0,0,0,Personal Loan,Personal,36300,13.35,0.338,1.311,0.437,0
28,Employed,9.1,51154,586,9.3,48,17507,0,1,0,Personal Loan,Personal,57200,16.55,0.342,1.118,0.373,0
34,Employed,1.1,55363,626,9.3,207,10076,0,0,0,Personal Loan,Personal,23600,14.84,0.182,0.426,0.142,1
35,Self-Employed,11.9,152500,570,1.9,1115,49037,0,0,0,Personal Loan,Personal,36500,16.03,0.322,0.239,0.08,0
22,Employed,2.4,24737,540,0.3,7,1294,0,0,0,Personal Loan,Education,31800,15.63,0.052,1.286,0.429,0
27,Employed,1.2,65731,552,8.9,1786,6020,0,1,0,Personal Loan,Education,100000,15.26,0.092,1.521,0.507,0
47,Employed,2.2,43802,653,26.1,1263,17947,0,0,0,Personal Loan,Medical,66400,11.4,0.41,1.516,0.505,0
37,Employed,3.4,22805,700,14.1,699,1597,0,0,0,Personal Loan,Education,22500,9.67,0.07,0.987,0.329,1
41,Student,1.6,17069,650,0.1,23,1813,0,1,0,Personal Loan,Debt Consolidation,20500,12.53,0.106,1.201,0.4,0
18,Employed,0.0,24038,613,0.4,6,11744,0,1,0,Personal Loan,Home Improvement,28500,14.98,0.489,1.186,0.395,0
44,Employed,3.0,97842,719,12.2,29567,33664,0,0,0,Personal Loan,Education,100000,11.17,0.344,1.022,0.341,1
44,Self-Employed,6.9,158008,709,3.2,26589,76977,0,0,0,Personal Loan,Home Improvement,24800,11.36,0.487,0.157,0.052,1
34,Employed,0.6,33724,684,1.2,356,17077,0,0,0,Personal Loan,Education,52200,11.59,0.506,1.548,0.516,0
34,Employed,9.5,29889,732,10.5,358,12205,0,0,1,Personal Loan,Education,5600,9.64,0.408,0.187,0.062,1
36,Employed,16.6,44408,652,11.8,115,18914,0,0,0,Personal Loan,Education,84900,11.43,0.426,1.912,0.637,1
44,Employed,8.6,34769,752,15.8,2133,15818,0,0,0,Personal Loan,Business,54500,9.15,0.455,1.567,0.522,1
51,Employed,25.8,64860,634,13.0,1102,25764,0,0,0,Personal Loan,Medical,45000,14.77,0.397,0.694,0.231,1
56,Employed,9.8,39073,783,5.6,377,13852,0,1,0,Personal Loan,Medical,49100,9.89,0.355,1.257,0.419,1
40,Employed,1.0,34233,717,2.6,125,6834,0,0,0,Personal Loan,Business,36700,10.1,0.2,1.072,0.357,0
26,Student,1.1,39419,668,4.0,2445,16580,0,0,0,Personal Loan,Home Improvement,72600,11.6,0.421,1.842,0.614,0
18,Employed,0.0,22863,631,1.1,44,10358,0,0,0,Personal Loan,Education,44900,13.11,0.453,1.964,0.655,0
18,Student,1.3,15000,578,0.3,1,2491,0,2,0,Personal Loan,Debt Consolidation,4000,16.38,0.166,0.267,0.089,0
51,Student,0.5,17664,690,5.9,1138,1871,0,1,0,Personal Loan,Medical,32500,11.21,0.106,1.84,0.613,0
34,Employed,9.7,18695,674,13.4,592,3583,0,0,0,Personal Loan,Business,2600,11.33,0.192,0.139,0.046,1
59,Employed,37.6,89371,813,2.8,1749,30511,0,0,0,Personal Loan,Personal,60300,8.8,0.341,0.675,0.225,1
32,Employed,3.7,73184,538,2.2,54,46185,1,2,0,Personal Loan,Education,11200,15.86,0.631,0.153,0.051,0
21,Self-Employed,1.0,85835,565,1.1,393,12246,0,1,3,Personal Loan,Education,90400,15.53,0.143,1.053,0.351,0
23,Employed,3.2,19716,622,4.3,549,946,0,0,0,Personal Loan,Education,4300,14.46,0.048,0.218,0.073,1
42,Employed,5.3,33572,685,17.3,1047,10200,0,0,0,Personal Loan,Personal,46900,11.2,0.304,1.397,0.466,1
49,Self-Employed,21.4,17478,592,5.0,398,3671,0,1,0,Personal Loan,Home Improvement,11200,15.84,0.21,0.641,0.214,0
25,Student,0.4,50946,744,2.5,569,20704,0,0,0,Personal Loan,Home Improvement,65200,10.35,0.406,1.28,0.427,0
41,Employed,4.1,20047,579,3.3,309,2599,0,2,0,Personal Loan,Business,15100,16.14,0.13,0.753,0.251,0
27,Employed,7.8,28460,628,8.6,357,9365,0,1,0,Personal Loan,Home Improvement,14600,13.52,0.329,0.513,0.171,0
35,Self-Employed,7.7,32241,557,12.4,1808,2045,0,2,0,Personal Loan,Education,6900,15.14,0.063,0.214,0.071,1
34,Self-Employed,2.9,76047,715,12.5,634,22811,0,0,0,Personal Loan,Business,100000,9.67,0.3,1.315,0.438,1
18,Employed,0.0,57113,548,0.4,43,5249,1,2,2,Personal Loan,Home Improvement,14800,15.17,0.092,0.259,0.086,0
33,Self-Employed,10.2,81670,627,10.3,5543,20796,0,0,0,Personal Loan,Home Improvement,94000,13.93,0.255,1.151,0.384,1
35,Employed,11.6,46185,666,15.5,1344,11320,0,0,0,Personal Loan,Education,5700,12.28,0.245,0.123,0.041,1
31,Employed,11.6,54682,677,5.3,730,9151,0,0,0,Personal Loan,Education,56400,12.68,0.167,1.031,0.344,1
26,Employed,0.4,29942,650,5.2,185,2549,0,0,0,Personal Loan,Education,16200,12.34,0.085,0.541,0.18,1
45,Employed,0.7,84180,682,15.2,720,7898,0,0,0,Personal Loan,Medical,100000,11.68,0.094,1.188,0.396,1
20,Employed,1.7,61456,604,1.3,69,16608,0,1,0,Personal Loan,Personal,40500,13.38,0.27,0.659,0.22,1
57,Employed,28.7,118940,686,4.0,1382,16327,0,0,0,Personal Loan,Home Improvement,15600,11.4,0.137,0.131,0.044,1
56,Employed,19.0,82178,652,27.0,1357,12456,0,0,0,Personal Loan,Personal,50700,11.7,0.152,0.617,0.206,1
40,Employed,19.1,28252,586,0.5,139,7796,0,1,2,Personal Loan,Personal,46400,16.01,0.276,1.642,0.547,0
38,Employed,12.0,17321,656,2.4,17,8444,0,0,0,Personal Loan,Debt Consolidation,19800,11.48,0.488,1.143,0.381,0
34,Employed,12.5,120022,697,13.0,4945,62321,0,0,0,Personal Loan,Personal,100000,12.99,0.519,0.833,0.278,1
40,Employed,2.4,47675,713,11.5,49,4064,0,0,0,Personal Loan,Education,26900,10.5,0.085,0.564,0.188,1
20,Employed,0.2,42673,599,0.1,2,6557,0,1,0,Personal Loan,Personal,19200,15.58,0.154,0.45,0.15,0
44,Employed,6.9,61129,695,19.6,6193,1990,0,0,0,Personal Loan,Personal,80700,11.05,0.033,1.32,0.44,1
32,Student,1.5,38614,579,13.8,6873,11450,0,0,2,Personal Loan,Home Improvement,64800,16.16,0.297,1.678,0.559,0
26,Employed,0.5,19593,572,0.4,60,5185,0,1,0,Personal Loan,Medical,34700,15.89,0.265,1.771,0.59,0
54,Self-Employed,4.1,93459,755,9.4,7448,26284,0,1,0,Personal Loan,Home Improvement,6600,8.35,0.281,0.071,0.024,1
31,Employed,1.4,32051,642,11.2,1390,8075,0,0,0,Personal Loan,Education,30400,13.47,0.252,0.948,0.316,1
47,Employed,21.2,50354,729,21.6,803,3060,0,0,1,Personal Loan,Education,18600,11.19,0.061,0.369,0.123,1
28,Employed,8.5,54434,610,2.0,36,16096,0,0,0,Personal Loan,Education,4300,14.68,0.296,0.079,0.026,1
31,Student,0.8,16211,506,6.5,202,849,0,0,1,Personal Loan,Education,31100,15.51,0.052,1.918,0.639,0
24,Employed,1.3,46687,582,3.9,1135,9415,1,3,3,Personal Loan,Education,64700,15.66,0.202,1.386,0.462,0
35,Employed,3.8,61229,753,16.9,7009,44427,0,0,0,Personal Loan,Home Improvement,9200,8.8,0.726,0.15,0.05,0
38,Employed,13.2,74174,708,13.6,4565,18029,0,0,0,Personal Loan,Education,71100,9.96,0.243,0.959,0.32,1
24,Employed,2.8,17767,634,2.9,39,5150,0,3,0,Personal Loan,Medical,33800,14.33,0.29,1.902,0.634,0
42,Employed,11.0,84673,692,18.7,23924,29623,0,0,0,Personal Loan,Medical,100000,11.7,0.35,1.181,0.394,1
44,Employed,10.9,99125,732,3.5,12413,14197,0,0,0,Personal Loan,Debt Consolidation,100000,10.35,0.143,1.009,0.336,1
18,Employed,0.0,34208,620,1.7,27,9802,0,0,0,Personal Loan,Home Improvement,53000,13.64,0.287,1.549,0.516,0
47,Self-Employed,4.0,37741,645,4.2,110,10288,0,1,0,Personal Loan,Personal,74500,14.94,0.273,1.974,0.658,0
38,Employed,19.7,46399,637,18.3,25231,16923,0,0,0,Personal Loan,Education,40100,14.02,0.365,0.864,0.288,1
36,Employed,7.8,27600,686,6.0,3115,6932,0,0,0,Personal Loan,Personal,19000,12.17,0.251,0.688,0.229,1
18,Self-Employed,1.0,87535,663,0.6,241,13256,0,0,0,Personal Loan,Personal,100000,11.56,0.151,1.142,0.381,1
50,Employed,3.8,58989,704,2.4,16692,8599,0,0,0,Personal Loan,Medical,24400,9.68,0.146,0.414,0.138,1
35,Self-Employed,5.2,40015,631,15.4,138,3769,0,3,1,Personal Loan,Home Improvement,78800,14.0,0.094,1.969,0.656,0
53,Student,0.7,50309,729,4.3,18,14278,0,0,0,Personal Loan,Personal,92800,9.71,0.284,1.845,0.615,0
26,Employed,2.3,46055,611,1.1,131,9168,0,1,0,Personal Loan,Personal,76000,13.33,0.199,1.65,0.55,0
47,Student,1.5,19471,565,24.5,166,10529,0,0,1,Personal Loan,Personal,5600,15.31,0.541,0.288,0.096,0
25,Employed,5.4,37945,620,2.6,202,17897,0,0,0,Personal Loan,Personal,69600,14.27,0.472,1.834,0.611,0
50,Employed,20.8,31250,627,22.7,10909,10916,0,3,0,Personal Loan,Medical,13200,14.69,0.349,0.422,0.141,0
47,Employed,1.0,34301,645,9.4,5466,9041,0,0,0,Personal Loan,Debt Consolidation,28700,13.65,0.264,0.837,0.279,0
48,Employed,10.9,31824,764,25.3,313,8381,0,0,0,Personal Loan,Education,37000,9.92,0.263,1.163,0.388,1
54,Employed,5.8,65692,699,9.7,518,24854,0,1,0,Personal Loan,Education,100000,11.46,0.378,1.522,0.507,1
21,Employed,2.2,59576,557,1.3,158,22236,0,2,0,Personal Loan,Medical,23100,16.5,0.373,0.388,0.129,0
37,Employed,6.7,58305,596,4.0,138,34554,0,1,2,Personal Loan,Education,61000,15.08,0.593,1.046,0.349,0
27,Self-Employed,2.4,26230,538,5.9,746,4694,0,1,0,Personal Loan,Debt Consolidation,33900,15.82,0.179,1.292,0.431,0
44,Employed,12.9,19072,666,26.0,20207,10614,0,1,0,Personal Loan,Debt Consolidation,8800,12.14,0.557,0.461,0.154,0
33,Employed,12.3,18194,612,14.7,4717,2288,0,2,0,Personal Loan,Medical,31600,13.03,0.126,1.737,0.579,1
18,Employed,0.0,47813,576,1.0,162,20396,0,2,0,Personal Loan,Home Improvement,21300,16.27,0.427,0.445,0.148,0
50,Employed,4.0,26076,592,0.6,11,11237,1,4,0,Personal Loan,Business,14800,16.99,0.431,0.568,0.189,0
46,Student,0.6,28569,576,18.9,797,14370,1,1,0,Personal Loan,Education,37900,16.99,0.503,1.327,0.442,0
30,Student,2.0,42688,629,0.8,14,4535,0,1,0,Personal Loan,Debt Consolidation,83100,13.43,0.106,1.947,0.649,0
32,Employed,1.1,19950,628,7.8,317,6758,0,4,0,Personal Loan,Personal,15500,14.25,0.339,0.777,0.259,0
33,Employed,11.7,40912,628,14.2,89,16695,0,0,0,Personal Loan,Business,30300,13.24,0.408,0.741,0.247,1
36,Self-Employed,13.9,74400,691,8.2,455,47580,0,0,0,Personal Loan,Personal,83100,11.92,0.64,1.117,0.372,0
43,Employed,11.5,105767,646,9.4,5483,28916,0,0,0,Personal Loan,Medical,100000,14.65,0.273,0.945,0.315,1
23,Employed,1.3,15582,566,2.2,40,4934,0,1,0,Personal Loan,Business,12400,15.73,0.317,0.796,0.265,0
43,Self-Employed,9.1,45028,736,4.0,120,13133,0,0,0,Personal Loan,Home Improvement,52200,10.14,0.292,1.159,0.386,1
28,Self-Employed,3.8,76360,593,6.2,621,20668,0,0,0,Personal Loan,Medical,26000,15.57,0.271,0.34,0.113,1
34,Employed,10.1,15572,573,6.6,41,6530,0,0,0,Personal Loan,Education,1000,16.05,0.419,0.064,0.021,1
18,Employed,0.0,15000,622,1.6,3,5555,0,0,0,Personal Loan,Education,22900,13.8,0.37,1.527,0.509,0
28,Employed,0.7,37489,650,1.3,173,1365,0,0,0,Personal Loan,Personal,21300,12.86,0.036,0.568,0.189,1
28,Employed,3.6,18801,608,6.1,1898,2069,0,0,0,Personal Loan,Medical,31300,14.49,0.11,1.665,0.555,0
38,Employed,9.9,55493,527,1.1,2627,17946,1,0,1,Personal Loan,Personal,41400,15.48,0.323,0.746,0.249,0
37,Employed,11.8,70578,706,0.5,24,34754,0,0,0,Personal Loan,Personal,30700,9.52,0.492,0.435,0.145,1
18,Employed,0.0,15000,574,0.7,168,6672,0,0,0,Personal Loan,Medical,15700,16.15,0.445,1.047,0.349,0
51,Employed,16.0,126218,650,11.0,11334,42190,0,0,0,Personal Loan,Personal,25400,11.42,0.334,0.201,0.067,1
30,Employed,8.9,57841,564,6.8,3008,13373,0,0,0,Personal Loan,Debt Consolidation,48700,15.44,0.231,0.842,0.281,0
50,Employed,13.9,42982,645,9.2,5113,10201,0,1,0,Personal Loan,Home Improvement,20100,13.65,0.237,0.468,0.156,1
18,Employed,0.0,15103,587,0.6,184,6214,0,0,1,Personal Loan,Business,15100,15.91,0.411,1.0,0.333,0
